Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
,March 2019,$552K,3.0%,-5.6%,395,38.1%,-12.2%,542,19.1%,0.4%,"1,371",4.7%,66.2%,57,0,30,98.9%,-0.2%,-2.1%
,April 2019,$560K,1.4%,-0.9%,411,4.1%,0.0%,556,2.6%,-6.1%,"1,414",3.1%,56.9%,53,-4,25,99.3%,0.4%,-2.0%
,May 2019,$569K,1.6%,1.1%,443,7.8%,-8.5%,601,8.1%,2.2%,"1,458",3.1%,54.4%,44,-9,16,99.7%,0.4%,-1.4%
,June 2019,$576K,1.1%,-1.6%,415,-6.3%,-8.0%,549,-8.7%,-4.5%,"1,484",1.8%,46.6%,53,9,24,99.6%,-0.1%,-1.1%
,July 2019,$568K,-1.3%,-4.5%,445,7.2%,-4.5%,598,8.9%,-3.2%,"1,528",3.0%,40.7%,50,-3,21,99.6%,-0.1%,-1.0%
,August 2019,$565K,-0.5%,-5.9%,448,0.7%,-5.1%,543,-9.2%,-1.6%,"1,480",-3.1%,33.5%,53,3,23,99.4%,-0.2%,-1.0%
,September 2019,$585K,3.6%,5.9%,414,-7.6%,7.8%,538,-0.9%,-5.1%,"1,488",0.5%,20.1%,54,1,19,99.9%,0.5%,-0.3%
,October 2019,$575K,-1.7%,-1.2%,411,-0.7%,11.4%,489,-9.1%,-10.9%,"1,429",-4.0%,11.2%,53,-1,16,99.4%,-0.5%,-0.3%
,November 2019,$549K,-4.5%,-5.3%,351,-14.6%,-5.4%,321,-34.4%,-26.5%,"1,287",-9.9%,2.1%,51,-2,15,99.4%,-0.1%,-0.5%
,December 2019,$555K,1.1%,-1.2%,380,8.3%,19.9%,242,-24.6%,12.6%,"1,048",-18.6%,-1.4%,66,15,21,98.8%,-0.6%,-0.3%
,January 2020,$580K,4.5%,0.9%,355,-6.6%,40.9%,529,118.6%,2.5%,"1,114",6.3%,-5.0%,69,3,15,98.8%,0.0%,0.3%
,February 2020,$565K,-2.6%,5.4%,343,-3.4%,19.9%,510,-3.6%,12.1%,"1,175",5.5%,-10.2%,60,-9,3,99.3%,0.6%,0.3%
,March 2020,$578K,2.3%,4.7%,443,29.2%,12.2%,440,-13.7%,-18.8%,"1,128",-4.0%,-17.7%,47,-13,-10,100.1%,0.7%,1.2%
,April 2020,$615K,6.4%,9.8%,245,-44.7%,-40.4%,283,-35.7%,-49.1%,"1,112",-1.4%,-21.4%,43,-4,-10,99.8%,-0.3%,0.5%
,May 2020,$544K,-11.5%,-4.3%,170,-30.6%,-61.6%,492,73.9%,-18.1%,"1,313",18.1%,-9.9%,51,8,7,98.5%,-1.3%,-1.2%
,June 2020,$550K,1.0%,-4.4%,278,63.5%,-33.0%,641,30.3%,16.8%,"1,540",17.3%,3.8%,53,2,0,99.2%,0.7%,-0.4%
,July 2020,$585K,6.4%,3.0%,399,43.5%,-10.3%,734,14.5%,22.7%,"1,710",11.0%,11.9%,45,-8,-5,99.7%,0.4%,0.1%
,August 2020,$600K,2.6%,6.2%,472,18.3%,5.4%,738,0.5%,35.9%,"1,803",5.4%,21.8%,50,5,-3,99.1%,-0.6%,-0.3%
,September 2020,$600K,0.0%,2.6%,500,5.9%,20.8%,759,2.8%,41.1%,"1,936",7.4%,30.1%,48,-2,-6,99.6%,0.5%,-0.3%
,October 2020,$576K,-4.1%,0.1%,476,-4.8%,15.8%,726,-4.3%,48.5%,"2,017",4.2%,41.1%,50,2,-3,99.8%,0.3%,0.4%
,November 2020,$556K,-3.5%,1.2%,414,-13.0%,17.9%,480,-33.9%,49.5%,"1,861",-7.7%,44.6%,53,3,2,99.6%,-0.2%,0.2%
,December 2020,$605K,8.9%,9.0%,474,14.5%,24.7%,388,-19.2%,60.3%,"1,561",-16.1%,49.0%,59,6,-7,99.3%,-0.3%,0.5%
,January 2021,$575K,-5.0%,-0.9%,405,-14.6%,14.1%,565,45.6%,6.8%,"1,563",0.1%,40.3%,61,2,-8,99.4%,0.1%,0.6%
,February 2021,$590K,2.6%,4.4%,431,6.4%,25.7%,661,17.0%,29.6%,"1,589",1.7%,35.2%,66,5,6,99.4%,0.0%,0.1%
,March 2021,$612K,3.7%,5.9%,633,46.9%,42.9%,741,12.1%,68.4%,"1,566",-1.4%,38.8%,49,-17,2,100.4%,0.9%,0.3%
,April 2021,$632K,3.3%,2.8%,644,1.7%,162.9%,717,-3.2%,153.4%,"1,540",-1.7%,38.5%,42,-7,-1,101.1%,0.7%,1.3%
,May 2021,$638K,0.9%,17.2%,576,-10.6%,238.8%,754,5.2%,53.3%,"1,613",4.7%,22.8%,44,2,-7,100.9%,-0.2%,2.4%
,June 2021,$636K,-0.3%,15.6%,634,10.1%,128.1%,763,1.2%,19.0%,"1,603",-0.6%,4.1%,42,-2,-11,101.3%,0.4%,2.0%
,July 2021,$637K,0.2%,8.9%,605,-4.6%,51.6%,739,-3.1%,0.7%,"1,593",-0.6%,-6.8%,42,0,-3,101.6%,0.4%,2.0%
,August 2021,$625K,-1.9%,4.2%,586,-3.1%,24.2%,631,-14.6%,-14.5%,"1,457",-8.5%,-19.2%,43,1,-7,101.2%,-0.5%,2.1%
"Los Angeles, CA - Bel Air",June 2014,$365K,,-40.2%,1,,-66.7%,,,,1,,-50.0%,289,,262,94.8%,,-4.0%
,July 2014,$365K,0.0%,,1,0.0%,,2,,,2,100.0%,,289,0,,94.8%,0.0%,
,August 2014,$365K,0.0%,,1,0.0%,,3,50.0%,,2,0.0%,,289,0,,94.8%,0.0%,
,September 2014,$550K,50.7%,-7.5%,1,0.0%,0.0%,5,66.7%,150.0%,3,50.0%,50.0%,22,-267,-80,95.7%,0.8%,-3.5%
,October 2014,$550K,0.0%,-7.5%,1,0.0%,0.0%,4,-20.0%,100.0%,4,33.3%,100.0%,22,0,-80,95.7%,0.0%,-3.5%
,November 2014,$623K,13.2%,4.7%,2,100.0%,100.0%,3,-25.0%,50.0%,3,-25.0%,50.0%,52,30,-51,97.8%,2.2%,-1.3%
,December 2014,$695K,11.6%,,1,-50.0%,,2,-33.3%,,4,33.3%,,81,30,,100.0%,2.2%,
,January 2015,$621K,-10.6%,,2,100.0%,,1,-50.0%,,3,-25.0%,,110,29,,97.6%,-2.4%,
,February 2015,$547K,-11.9%,,1,-50.0%,,3,200.0%,,3,0.0%,,139,29,,95.1%,-2.4%,
,March 2015,$649K,18.6%,,2,100.0%,,2,-33.3%,,2,-33.3%,,145,6,,94.7%,-0.4%,
,April 2015,$750K,15.7%,,1,-50.0%,,3,50.0%,,3,50.0%,,151,6,,94.3%,-0.4%,
,May 2015,$615K,-18.0%,,2,100.0%,,2,-33.3%,,4,33.3%,,89,-62,,95.7%,1.3%,
,June 2015,$480K,-22.0%,31.5%,1,-50.0%,0.0%,4,100.0%,,4,0.0%,300.0%,27,-62,-262,97.0%,1.3%,2.2%
,July 2015,$574K,19.5%,57.2%,4,300.0%,300.0%,3,-25.0%,50.0%,2,-50.0%,0.0%,93,66,-196,98.4%,1.4%,3.5%
,August 2015,$637K,10.9%,74.4%,4,0.0%,300.0%,2,-33.3%,-33.3%,1,-50.0%,-50.0%,93,0,-196,98.8%,0.5%,4.0%
,September 2015,$637K,0.0%,15.7%,4,0.0%,300.0%,,,,1,0.0%,-66.7%,93,0,71,98.8%,0.0%,3.2%
,October 2015,$625K,-1.8%,13.6%,2,-50.0%,100.0%,1,,-75.0%,2,100.0%,-50.0%,54,-39,32,98.4%,-0.4%,2.7%
,November 2015,$430K,-31.2%,-30.9%,1,-50.0%,-50.0%,1,0.0%,-66.7%,2,0.0%,-33.3%,82,28,31,97.9%,-0.4%,0.1%
,December 2015,$430K,0.0%,-38.1%,1,0.0%,0.0%,1,0.0%,-50.0%,2,0.0%,-50.0%,82,0,1,97.9%,0.0%,-2.1%
,April 2016,$635K,,-15.3%,2,,100.0%,3,,0.0%,1,,-66.7%,98,,-54,96.0%,,1.7%
,May 2016,$690K,8.7%,12.2%,5,150.0%,150.0%,3,0.0%,50.0%,1,0.0%,-75.0%,84,-14,-5,96.3%,0.2%,0.6%
,June 2016,$683K,-1.1%,42.2%,6,20.0%,500.0%,3,0.0%,-25.0%,,,,54,-30,27,99.0%,2.7%,2.0%
,July 2016,$895K,31.1%,56.0%,5,-16.7%,25.0%,1,-66.7%,-66.7%,,,,67,13,-26,100.4%,1.4%,2.0%
,August 2016,$785K,-12.3%,23.3%,2,-60.0%,-50.0%,,,,,,,38,-30,-56,106.3%,6.0%,7.5%
,September 2016,$895K,14.0%,40.6%,1,-50.0%,-75.0%,3,,,2,,100.0%,67,30,-26,100.0%,-6.3%,1.2%
,October 2016,$730K,-18.4%,16.8%,1,0.0%,-50.0%,3,0.0%,200.0%,2,0.0%,0.0%,,,,104.4%,4.4%,6.1%
,November 2016,$730K,0.0%,69.8%,1,0.0%,0.0%,3,0.0%,200.0%,1,-50.0%,-50.0%,,,,104.4%,0.0%,6.5%
,December 2016,$705K,-3.4%,64.0%,2,100.0%,100.0%,,,,,,,45,,-37,100.8%,-3.6%,2.8%
,January 2017,$715K,1.4%,,2,0.0%,,,,,,,,68,23,,98.6%,-2.2%,
,February 2017,$715K,0.0%,,2,0.0%,,,,,,,,68,0,,98.6%,0.0%,
,March 2017,$750K,4.9%,,1,-50.0%,,,,,,,,91,23,,100.0%,1.4%,
,July 2017,$538K,,-39.9%,1,,-80.0%,1,,0.0%,,,,21,,-46,97.8%,,-2.6%
,August 2017,$538K,0.0%,-31.5%,1,0.0%,-50.0%,1,0.0%,,,,,21,0,-17,97.8%,0.0%,-8.5%
,September 2017,$538K,0.0%,-39.9%,1,0.0%,0.0%,,,,,,,21,0,-46,97.8%,0.0%,-2.2%
,March 2018,$890K,,18.6%,2,,100.0%,3,,,1,,,23,,-69,94.6%,,-5.4%
,April 2018,$830K,-6.7%,,3,50.0%,,2,-33.3%,,,,,27,5,,96.4%,1.9%,
,May 2018,$830K,0.0%,,3,0.0%,,,,,,,,27,0,,96.4%,0.0%,
,June 2018,$751K,-9.5%,,1,-66.7%,,2,,,1,,,51,24,,100.1%,3.7%,
,August 2018,$615K,,14.3%,1,,0.0%,4,,300.0%,1,,,14,,-7,94.6%,,-3.2%
,September 2018,$615K,0.0%,14.3%,1,0.0%,0.0%,3,-25.0%,,2,100.0%,,14,0,-7,94.6%,0.0%,-3.2%
,October 2018,$754K,22.6%,,2,100.0%,,2,-33.3%,,2,0.0%,,25,11,,97.0%,2.4%,
,November 2018,$893K,18.4%,,1,-50.0%,,1,-50.0%,,2,0.0%,,35,11,,99.3%,2.4%,
,December 2018,$807K,-9.7%,,2,100.0%,,,,,1,-50.0%,,105,70,,98.3%,-1.0%,
,January 2019,$720K,-10.7%,,1,-50.0%,,,,,,,,174,70,,97.3%,-1.0%,
,February 2019,$720K,0.0%,,1,0.0%,,1,,,1,,,174,0,,97.3%,0.0%,
,June 2019,"$1,010K",,34.5%,1,,0.0%,1,,-50.0%,1,,0.0%,49,,-2,101.1%,,1.0%
,July 2019,"$1,010K",0.0%,,1,0.0%,,1,0.0%,,2,100.0%,,49,0,,101.1%,0.0%,
,August 2019,"$1,010K",0.0%,64.2%,1,0.0%,0.0%,1,0.0%,-75.0%,2,0.0%,100.0%,49,0,35,101.1%,0.0%,6.5%
,December 2019,"$1,282K",,59.0%,1,,-50.0%,3,,,3,,200.0%,72,,-33,98.7%,,0.4%
,January 2020,$904K,-29.5%,25.5%,2,100.0%,100.0%,1,-66.7%,,2,-33.3%,,126,54,-48,98.0%,-0.7%,0.6%
,February 2020,$904K,0.0%,25.5%,2,0.0%,100.0%,,,,1,-50.0%,0.0%,126,0,-48,98.0%,0.0%,0.6%
,March 2020,$685K,-24.2%,,2,0.0%,,2,,,2,100.0%,,155,29,,98.3%,0.4%,
,April 2020,$844K,23.3%,,1,-50.0%,,4,100.0%,,4,100.0%,,130,-25,,99.4%,1.1%,
,May 2020,$844K,0.0%,,1,0.0%,,4,0.0%,,3,-25.0%,,130,0,,99.4%,0.0%,
,July 2020,$820K,,-18.8%,1,,0.0%,2,,100.0%,3,,50.0%,70,,21,98.2%,,-2.9%
,August 2020,$820K,0.0%,-18.8%,1,0.0%,0.0%,4,100.0%,300.0%,4,33.3%,100.0%,70,0,21,98.2%,0.0%,-2.9%
,September 2020,$820K,0.0%,,1,0.0%,,2,-50.0%,,4,0.0%,,70,0,,98.2%,0.0%,
,December 2020,"$1,265K",,-1.3%,1,,0.0%,2,,-33.3%,2,,-33.3%,37,,-35,99.7%,,1.0%
,January 2021,"$1,265K",0.0%,40.0%,1,0.0%,-50.0%,,,,2,0.0%,0.0%,37,0,-89,99.7%,0.0%,1.7%
,February 2021,"$1,265K",0.0%,40.0%,1,0.0%,-50.0%,2,,,4,100.0%,300.0%,37,0,-89,99.7%,0.0%,1.7%
,April 2021,"$1,075K",,27.4%,3,,200.0%,9,,125.0%,5,,25.0%,31,,-99,104.2%,,4.8%
,May 2021,$849K,-21.0%,0.6%,5,66.7%,400.0%,7,-22.2%,75.0%,4,-20.0%,33.3%,31,0,-99,102.5%,-1.7%,3.1%
,June 2021,$925K,9.0%,,7,40.0%,,8,14.3%,,6,50.0%,,31,0,,102.1%,-0.4%,
,July 2021,$920K,-0.5%,12.2%,6,-14.3%,500.0%,3,-62.5%,50.0%,2,-66.7%,-33.3%,43,12,-27,100.5%,-1.6%,2.3%
,August 2021,$950K,3.3%,15.9%,6,0.0%,500.0%,5,66.7%,25.0%,2,0.0%,-50.0%,49,6,-22,100.6%,0.1%,2.4%
"Los Angeles, CA - Brentwood",January 2014,$695K,7.1%,1.5%,40,-7.0%,8.1%,42,5.0%,-17.6%,26,-13.3%,-29.7%,27,3,7,99.2%,0.0%,-0.2%
,February 2014,$700K,0.7%,-8.2%,41,2.5%,17.1%,51,21.4%,-5.6%,35,34.6%,6.1%,26,-1,-3,100.5%,1.2%,2.1%
,March 2014,$738K,5.4%,-1.5%,35,-14.6%,-25.5%,73,43.1%,40.4%,43,22.9%,30.3%,34,8,6,100.2%,-0.3%,0.6%
,April 2014,$747K,1.2%,13.5%,43,22.9%,-18.9%,78,6.8%,34.5%,41,-4.7%,17.1%,21,-13,-7,100.2%,0.0%,0.1%
,May 2014,$726K,-2.8%,12.6%,52,20.9%,-18.8%,80,2.6%,5.3%,40,-2.4%,0.0%,20,-1,-5,99.1%,-1.1%,-1.7%
,June 2014,$638K,-12.2%,-3.3%,54,3.8%,-15.6%,74,-7.5%,-1.3%,47,17.5%,42.4%,21,1,0,98.5%,-0.5%,-2.3%
,July 2014,$638K,0.0%,-5.6%,48,-11.1%,-26.2%,84,13.5%,20.0%,52,10.6%,44.4%,27,7,9,98.2%,-0.4%,-2.7%
,August 2014,$720K,12.9%,3.2%,60,25.0%,0.0%,90,7.1%,47.5%,54,3.8%,68.8%,22,-5,4,98.9%,0.8%,-2.0%
,September 2014,$764K,6.1%,14.5%,68,13.3%,17.2%,78,-13.3%,27.9%,50,-7.4%,31.6%,22,0,3,99.2%,0.3%,-1.7%
,October 2014,$772K,1.0%,14.3%,76,11.8%,55.1%,66,-15.4%,22.2%,48,-4.0%,33.3%,19,-3,0,99.3%,0.1%,-1.6%
,November 2014,$745K,-3.5%,15.5%,59,-22.4%,51.3%,42,-36.4%,-8.7%,38,-20.8%,11.8%,25,6,1,99.4%,0.0%,-0.2%
,December 2014,$696K,-6.6%,7.2%,46,-22.0%,7.0%,42,0.0%,5.0%,27,-28.9%,-10.0%,25,0,1,100.3%,0.9%,1.1%
,January 2015,$655K,-5.9%,-5.8%,45,-2.2%,12.5%,40,-4.8%,-4.8%,33,22.2%,26.9%,37,12,10,100.4%,0.1%,1.2%
,February 2015,$629K,-4.0%,-10.1%,41,-8.9%,0.0%,45,12.5%,-11.8%,27,-18.2%,-22.9%,44,7,18,99.5%,-0.9%,-1.0%
,March 2015,$735K,16.8%,-0.5%,41,0.0%,17.1%,58,28.9%,-20.5%,32,18.5%,-25.6%,44,0,10,99.5%,0.0%,-0.7%
,April 2015,$789K,7.4%,5.6%,47,14.6%,9.3%,62,6.9%,-20.5%,31,-3.1%,-24.4%,19,-25,-2,100.2%,0.7%,0.0%
,May 2015,$825K,4.6%,13.6%,50,6.4%,-3.8%,76,22.6%,-5.0%,33,6.5%,-17.5%,20,1,0,100.8%,0.6%,1.8%
,June 2015,$785K,-4.9%,23.1%,64,28.0%,18.5%,79,3.9%,6.8%,40,21.2%,-14.9%,19,-2,-2,101.1%,0.3%,2.6%
,July 2015,$784K,-0.1%,22.9%,68,6.3%,41.7%,72,-8.9%,-14.3%,37,-7.5%,-28.8%,17,-2,-10,101.0%,-0.1%,2.8%
,August 2015,$770K,-1.8%,6.9%,64,-5.9%,6.7%,74,2.8%,-17.8%,49,32.4%,-9.3%,18,1,-4,101.4%,0.4%,2.5%
,September 2015,$700K,-9.2%,-8.4%,56,-12.5%,-17.6%,74,0.0%,-5.1%,46,-6.1%,-8.0%,23,5,1,100.7%,-0.6%,1.5%
,October 2015,$709K,1.3%,-8.2%,54,-3.6%,-28.9%,76,2.7%,15.2%,41,-10.9%,-14.6%,21,-2,2,101.0%,0.3%,1.7%
,November 2015,$723K,2.0%,-3.0%,58,7.4%,-1.7%,67,-11.8%,59.5%,42,2.4%,10.5%,22,1,-3,100.3%,-0.7%,0.9%
,December 2015,$767K,6.2%,10.2%,55,-5.2%,19.6%,51,-23.9%,21.4%,35,-16.7%,29.6%,18,-4,-7,100.1%,-0.1%,-0.2%
,January 2016,$833K,8.5%,27.1%,53,-3.6%,17.8%,54,5.9%,35.0%,34,-2.9%,3.0%,27,9,-10,98.8%,-1.4%,-1.6%
,February 2016,$900K,8.1%,43.1%,57,7.5%,39.0%,48,-11.1%,6.7%,29,-14.7%,7.4%,27,0,-17,99.2%,0.4%,-0.4%
,March 2016,$928K,3.1%,26.3%,56,-1.8%,36.6%,53,10.4%,-8.6%,24,-17.2%,-25.0%,36,9,-8,99.5%,0.3%,0.0%
,April 2016,$887K,-4.4%,12.4%,53,-5.4%,12.8%,49,-7.5%,-21.0%,22,-8.3%,-29.0%,36,0,17,100.3%,0.8%,0.1%
,May 2016,$848K,-4.4%,2.7%,57,7.5%,14.0%,51,4.1%,-32.9%,21,-4.5%,-36.4%,34,-2,14,100.6%,0.3%,-0.2%
,June 2016,$835K,-1.5%,6.4%,56,-1.8%,-12.5%,59,15.7%,-25.3%,32,52.4%,-20.0%,27,-8,8,100.6%,0.0%,-0.5%
,July 2016,$827K,-1.0%,5.5%,53,-5.4%,-22.1%,74,25.4%,2.8%,38,18.8%,2.7%,21,-6,4,100.9%,0.2%,-0.1%
,August 2016,$800K,-3.2%,3.9%,51,-3.8%,-20.3%,84,13.5%,13.5%,43,13.2%,-12.2%,17,-4,-1,102.0%,1.2%,0.7%
,September 2016,$795K,-0.6%,13.7%,59,15.7%,5.4%,77,-8.3%,4.1%,34,-20.9%,-26.1%,17,0,-6,101.5%,-0.5%,0.8%
,October 2016,$745K,-6.3%,5.2%,60,1.7%,11.1%,59,-23.4%,-22.4%,30,-11.8%,-26.8%,18,1,-3,101.0%,-0.5%,0.0%
,November 2016,$783K,5.0%,8.3%,56,-6.7%,-3.4%,40,-32.2%,-40.3%,17,-43.3%,-59.5%,25,7,3,99.3%,-1.7%,-1.0%
,December 2016,$766K,-2.2%,-0.2%,44,-21.4%,-20.0%,26,-35.0%,-49.0%,9,-47.1%,-74.3%,26,1,8,98.9%,-0.4%,-1.2%
,January 2017,$836K,9.1%,0.4%,33,-25.0%,-37.7%,34,30.8%,-37.0%,14,55.6%,-58.8%,27,1,0,99.1%,0.2%,0.3%
,February 2017,$876K,4.8%,-2.7%,31,-6.1%,-45.6%,47,38.2%,-2.1%,25,78.6%,-13.8%,15,-12,-12,100.3%,1.2%,1.2%
,March 2017,$871K,-0.6%,-6.1%,34,9.7%,-39.3%,64,36.2%,20.8%,31,24.0%,29.2%,15,0,-21,101.5%,1.2%,2.0%
,April 2017,$860K,-1.2%,-3.0%,40,17.6%,-24.5%,57,-10.9%,16.3%,27,-12.9%,22.7%,15,0,-21,102.6%,1.1%,2.4%
,May 2017,$890K,3.5%,5.0%,47,17.5%,-17.5%,53,-7.0%,3.9%,20,-25.9%,-4.8%,18,3,-16,102.3%,-0.4%,1.6%
,June 2017,$950K,6.8%,13.8%,52,10.6%,-7.1%,52,-1.9%,-11.9%,23,15.0%,-28.1%,19,1,-8,101.9%,-0.4%,1.2%
,July 2017,$989K,4.1%,19.7%,55,5.8%,3.8%,53,1.9%,-28.4%,24,4.3%,-36.8%,17,-2,-4,101.2%,-0.7%,0.3%
,August 2017,$930K,-6.0%,16.3%,47,-14.5%,-7.8%,53,0.0%,-36.9%,21,-12.5%,-51.2%,17,-1,-1,101.8%,0.6%,-0.3%
,September 2017,$900K,-3.2%,13.2%,45,-4.3%,-23.7%,52,-1.9%,-32.5%,23,9.5%,-32.4%,23,7,6,101.1%,-0.7%,-0.4%
,October 2017,$920K,2.2%,23.5%,48,6.7%,-20.0%,57,9.6%,-3.4%,19,-17.4%,-36.7%,25,2,7,101.2%,0.1%,0.2%
,November 2017,$844K,-8.3%,7.9%,50,4.2%,-10.7%,51,-10.5%,27.5%,15,-21.1%,-11.8%,25,0,0,100.8%,-0.3%,1.5%
,December 2017,$895K,6.0%,16.9%,51,2.0%,15.9%,35,-31.4%,34.6%,13,-13.3%,44.4%,19,-7,-8,101.2%,0.4%,2.3%
,January 2018,$836K,-6.6%,0.1%,41,-19.6%,24.2%,24,-31.4%,-29.4%,14,7.7%,0.0%,17,-2,-11,101.2%,0.0%,2.1%
,February 2018,"$1,000K",19.6%,14.2%,35,-14.6%,12.9%,29,20.8%,-38.3%,20,42.9%,-20.0%,23,7,8,100.9%,-0.3%,0.5%
,March 2018,$824K,-17.7%,-5.4%,26,-25.7%,-23.5%,44,51.7%,-31.3%,20,0.0%,-35.5%,18,-5,3,102.3%,1.4%,0.8%
,April 2018,$950K,15.3%,10.4%,30,15.4%,-25.0%,59,34.1%,3.5%,31,55.0%,14.8%,15,-4,-1,103.2%,0.9%,0.5%
,May 2018,$924K,-2.7%,3.8%,37,23.3%,-21.3%,61,3.4%,15.1%,27,-12.9%,35.0%,14,-1,-4,103.2%,0.0%,0.9%
,June 2018,$953K,3.1%,0.3%,43,16.2%,-17.3%,57,-6.6%,9.6%,26,-3.7%,13.0%,14,0,-5,102.1%,-1.0%,0.3%
,July 2018,"$1,000K",4.9%,1.1%,51,18.6%,-7.3%,53,-7.0%,0.0%,28,7.7%,16.7%,19,5,2,101.7%,-0.4%,0.5%
,August 2018,"$1,054K",5.4%,13.4%,54,5.9%,14.9%,47,-11.3%,-11.3%,22,-21.4%,4.8%,21,3,5,102.4%,0.7%,0.7%
,September 2018,"$1,088K",3.2%,20.9%,52,-3.7%,15.6%,51,8.5%,-1.9%,27,22.7%,17.4%,23,2,0,102.2%,-0.2%,1.1%
,October 2018,"$1,076K",-1.1%,17.0%,37,-28.8%,-22.9%,47,-7.8%,-17.5%,29,7.4%,52.6%,25,2,-1,101.8%,-0.4%,0.7%
,November 2018,"$1,042K",-3.2%,23.5%,34,-8.1%,-32.0%,56,19.1%,9.8%,31,6.9%,106.7%,30,5,5,100.3%,-1.5%,-0.5%
,December 2018,"$1,030K",-1.2%,15.0%,38,11.8%,-25.5%,42,-25.0%,20.0%,23,-25.8%,76.9%,31,1,12,100.1%,-0.2%,-1.1%
,January 2019,$940K,-8.7%,12.4%,39,2.6%,-4.9%,38,-9.5%,58.3%,23,0.0%,64.3%,31,1,15,99.8%,-0.2%,-1.4%
,February 2019,$863K,-8.2%,-13.8%,32,-17.9%,-8.6%,34,-10.5%,17.2%,33,43.5%,65.0%,43,12,20,99.1%,-0.7%,-1.7%
,March 2019,$751K,-12.9%,-8.8%,29,-9.4%,11.5%,42,23.5%,-4.5%,33,0.0%,65.0%,43,1,25,99.7%,0.6%,-2.5%
,April 2019,$805K,7.2%,-15.2%,35,20.7%,16.7%,52,23.8%,-11.9%,41,24.2%,32.3%,47,4,33,99.6%,-0.2%,-3.6%
,May 2019,$988K,22.7%,6.9%,42,20.0%,13.5%,57,9.6%,-6.6%,43,4.9%,59.3%,38,-9,24,100.0%,0.5%,-3.1%
,June 2019,"$1,033K",4.6%,8.4%,42,0.0%,-2.3%,64,12.3%,12.3%,47,9.3%,80.8%,44,6,30,100.3%,0.2%,-1.8%
,July 2019,"$1,105K",7.0%,10.5%,42,0.0%,-17.6%,64,0.0%,20.8%,50,6.4%,78.6%,45,1,27,100.6%,0.3%,-1.2%
,August 2019,"$1,115K",0.9%,5.8%,48,14.3%,-11.1%,62,-3.1%,31.9%,45,-10.0%,104.5%,50,5,29,100.9%,0.3%,-1.5%
,September 2019,"$1,030K",-7.6%,-5.3%,53,10.4%,1.9%,58,-6.5%,13.7%,45,0.0%,66.7%,56,7,33,100.6%,-0.3%,-1.6%
,October 2019,"$1,002K",-2.7%,-6.9%,55,3.8%,48.6%,48,-17.2%,2.1%,42,-6.7%,44.8%,51,-5,27,100.3%,-0.2%,-1.5%
,November 2019,$925K,-7.7%,-11.2%,42,-23.6%,23.5%,39,-18.8%,-30.4%,36,-14.3%,16.1%,48,-3,19,99.5%,-0.8%,-0.8%
,December 2019,$979K,5.8%,-5.0%,37,-11.9%,-2.6%,29,-25.6%,-31.0%,24,-33.3%,4.3%,68,20,38,98.3%,-1.3%,-1.8%
,January 2020,"$1,060K",8.3%,12.8%,33,-10.8%,-15.4%,37,27.6%,-2.6%,32,33.3%,39.1%,80,12,49,99.2%,0.9%,-0.6%
,February 2020,"$1,126K",6.2%,30.5%,36,9.1%,12.5%,42,13.5%,23.5%,38,18.8%,15.2%,69,-11,27,99.1%,-0.1%,-0.1%
,March 2020,"$1,126K",0.0%,49.9%,31,-13.9%,6.9%,51,21.4%,21.4%,39,2.6%,18.2%,49,-21,6,100.1%,1.1%,0.4%
,April 2020,"$1,175K",4.4%,46.0%,33,6.5%,-5.7%,41,-19.6%,-21.2%,36,-7.7%,-12.2%,48,-1,1,98.9%,-1.2%,-0.6%
,May 2020,"$1,175K",0.0%,19.0%,27,-18.2%,-35.7%,39,-4.9%,-31.6%,44,22.2%,2.3%,43,-5,5,98.8%,-0.2%,-1.3%
,June 2020,"$1,100K",-6.4%,6.5%,27,0.0%,-35.7%,55,41.0%,-14.1%,60,36.4%,27.7%,44,1,0,98.1%,-0.7%,-2.2%
,July 2020,$948K,-13.9%,-14.3%,34,25.9%,-19.0%,67,21.8%,4.7%,57,-5.0%,14.0%,49,5,4,97.8%,-0.3%,-2.7%
,August 2020,$912K,-3.8%,-18.3%,51,50.0%,6.3%,79,17.9%,27.4%,63,10.5%,40.0%,49,0,-1,98.6%,0.8%,-2.2%
,September 2020,$985K,8.1%,-4.4%,55,7.8%,3.8%,76,-3.8%,31.0%,70,11.1%,55.6%,49,0,-7,99.4%,0.7%,-1.2%
,October 2020,$980K,-0.5%,-2.2%,47,-14.5%,-14.5%,88,15.8%,83.3%,83,18.6%,97.6%,49,0,-2,99.8%,0.4%,-0.5%
,November 2020,$970K,-1.0%,4.9%,41,-12.8%,-2.4%,76,-13.6%,94.9%,75,-9.6%,108.3%,53,4,5,100.0%,0.2%,0.5%
,December 2020,$820K,-15.5%,-16.2%,43,4.9%,16.2%,59,-22.4%,103.4%,55,-26.7%,129.2%,53,1,-15,99.3%,-0.7%,1.0%
,January 2021,$785K,-4.3%,-25.9%,44,2.3%,33.3%,49,-16.9%,32.4%,66,20.0%,106.3%,69,16,-11,99.2%,-0.1%,0.0%
